oblig_id	category	source_id	title_zh	evidence_pointer	carried_from	status	terminal_criterion_zh
P3G-OB-1305	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|-|RECLASSIFIED-PURE-HOST-ABI|UPSTREAM-P2	[回登·改判无效] riscv32-wch-elf/bin/ld（侧 UPSTREAM-P2）：2 条 functional 区间行（7056 字节，实现组 BINUTILS-LD，段 section:__TEXT,__eh_frame、section:__TEXT,__unwind_info），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-ABI；由 P3G-OB-217 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1127-L1128;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1134-L1135	P3G-OB-217	CARRIED	【裁决对象限定：side=UPSTREAM-P2】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 UPSTREAM-P2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-217 已按侧拆分、不再作为终局单元。
P3G-OB-1306	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|-|RECLASSIFIED-PURE-HOST-ABI|WCH	[回登·改判无效] riscv32-wch-elf/bin/ld（侧 WCH）：3 条 functional 区间行（7380 字节，实现组 BINUTILS-LD，段 section:__TEXT,__eh_frame、section:__TEXT,__init_offsets、section:__TEXT,__unwind_info），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-ABI；由 P3G-OB-217 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1129-L1131;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1124;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1127-L1128	P3G-OB-217	CARRIED	【裁决对象限定：side=WCH】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 WCH 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-217 已按侧拆分、不再作为终局单元。
P3G-OB-1307	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|-|RECLASSIFIED-PURE-HOST-DATA|OURS-V2	[回登·改判无效] riscv32-wch-elf/bin/ld（侧 OURS-V2）：1 条 functional 区间行（13000 字节，实现组 BINUTILS-LD，段 section:__DATA,__data），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-DATA；由 P3G-OB-218 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1132-L1132;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1151	P3G-OB-218	CARRIED	【裁决对象限定：side=OURS-V2】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 OURS-V2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-218 已按侧拆分、不再作为终局单元。
P3G-OB-1308	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|-|RECLASSIFIED-PURE-HOST-DATA|UPSTREAM-MATCHED	[回登·改判无效] riscv32-wch-elf/bin/ld（侧 UPSTREAM-MATCHED）：1 条 functional 区间行（12968 字节，实现组 BINUTILS-LD，段 section:__DATA,__data），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-DATA；由 P3G-OB-218 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1133-L1133;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1144	P3G-OB-218	CARRIED	【裁决对象限定：side=UPSTREAM-MATCHED】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 UPSTREAM-MATCHED 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-218 已按侧拆分、不再作为终局单元。
P3G-OB-1309	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|-|RECLASSIFIED-PURE-HOST-DATA|UPSTREAM-P2	[回登·改判无效] riscv32-wch-elf/bin/ld（侧 UPSTREAM-P2）：1 条 functional 区间行（12968 字节，实现组 BINUTILS-LD，段 section:__DATA,__data），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-DATA；由 P3G-OB-218 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1134-L1134;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1137	P3G-OB-218	CARRIED	【裁决对象限定：side=UPSTREAM-P2】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 UPSTREAM-P2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-218 已按侧拆分、不再作为终局单元。
P3G-OB-1310	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|-|RECLASSIFIED-PURE-HOST-DATA|WCH	[回登·改判无效] riscv32-wch-elf/bin/ld（侧 WCH）：1 条 functional 区间行（13000 字节，实现组 BINUTILS-LD，段 section:__DATA,__data），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-DATA；由 P3G-OB-218 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1135-L1135;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1130	P3G-OB-218	CARRIED	【裁决对象限定：side=WCH】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 WCH 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-218 已按侧拆分、不再作为终局单元。
P3G-OB-1311	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|L4-FEAT-LD-CORE|MAPPED-TERMINAL|OURS-V2	riscv32-wch-elf/bin/ld（侧 OURS-V2）：2 条 functional 区间行（127040 字节，实现组 BINUTILS-LD，段 section:__DATA_CONST,__const、section:__TEXT,__const），feature 候选 L4-FEAT-LD-CORE，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-219 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1136-L1137;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1146;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1150	P3G-OB-219	CARRIED	【裁决对象限定：side=OURS-V2】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 OURS-V2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-219 已按侧拆分、不再作为终局单元。
P3G-OB-1312	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|L4-FEAT-LD-CORE|MAPPED-TERMINAL|UPSTREAM-MATCHED	riscv32-wch-elf/bin/ld（侧 UPSTREAM-MATCHED）：2 条 functional 区间行（127024 字节，实现组 BINUTILS-LD，段 section:__DATA_CONST,__const、section:__TEXT,__const），feature 候选 L4-FEAT-LD-CORE，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-219 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1138-L1139;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1139;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1143	P3G-OB-219	CARRIED	【裁决对象限定：side=UPSTREAM-MATCHED】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 UPSTREAM-MATCHED 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-219 已按侧拆分、不再作为终局单元。
P3G-OB-1313	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|L4-FEAT-LD-CORE|MAPPED-TERMINAL|UPSTREAM-P2	riscv32-wch-elf/bin/ld（侧 UPSTREAM-P2）：2 条 functional 区间行（127024 字节，实现组 BINUTILS-LD，段 section:__DATA_CONST,__const、section:__TEXT,__const），feature 候选 L4-FEAT-LD-CORE，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-219 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1140-L1141;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1132;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1136	P3G-OB-219	CARRIED	【裁决对象限定：side=UPSTREAM-P2】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 UPSTREAM-P2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-219 已按侧拆分、不再作为终局单元。
P3G-OB-1314	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|L4-FEAT-LD-CORE|MAPPED-TERMINAL|WCH	riscv32-wch-elf/bin/ld（侧 WCH）：3 条 functional 区间行（1084368 字节，实现组 BINUTILS-LD，段 section:__DATA_CONST,__const、section:__TEXT,__const、section:__TEXT,__text），feature 候选 L4-FEAT-LD-CORE，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-219 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1142-L1144;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1123;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1125;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1129	P3G-OB-219	CARRIED	【裁决对象限定：side=WCH】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 WCH 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-219 已按侧拆分、不再作为终局单元。
P3G-OB-1315	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|L4-FEAT-LD-CORE,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL|OURS-V2	riscv32-wch-elf/bin/ld（侧 OURS-V2）：1 条 functional 区间行（671354 字节，实现组 BINUTILS-LD，段 section:__TEXT,__cstring），feature 候选 L4-FEAT-LD-CORE,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L4-FEAT-ELFEDIT-MMAP，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-220 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1145-L1145;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1147	P3G-OB-220	CARRIED	【裁决对象限定：side=OURS-V2】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 OURS-V2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-220 已按侧拆分、不再作为终局单元。
P3G-OB-1316	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|L4-FEAT-LD-CORE,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL|UPSTREAM-MATCHED	riscv32-wch-elf/bin/ld（侧 UPSTREAM-MATCHED）：1 条 functional 区间行（677388 字节，实现组 BINUTILS-LD，段 section:__TEXT,__cstring），feature 候选 L4-FEAT-LD-CORE,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L4-FEAT-ELFEDIT-MMAP，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-220 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1146-L1146;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1140	P3G-OB-220	CARRIED	【裁决对象限定：side=UPSTREAM-MATCHED】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 UPSTREAM-MATCHED 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-220 已按侧拆分、不再作为终局单元。
P3G-OB-1317	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|L4-FEAT-LD-CORE,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL|UPSTREAM-P2	riscv32-wch-elf/bin/ld（侧 UPSTREAM-P2）：1 条 functional 区间行（671351 字节，实现组 BINUTILS-LD，段 section:__TEXT,__cstring），feature 候选 L4-FEAT-LD-CORE,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L4-FEAT-ELFEDIT-MMAP，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-220 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1147-L1147;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1133	P3G-OB-220	CARRIED	【裁决对象限定：side=UPSTREAM-P2】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 UPSTREAM-P2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-220 已按侧拆分、不再作为终局单元。
P3G-OB-1318	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|L4-FEAT-LD-CORE,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL|WCH	riscv32-wch-elf/bin/ld（侧 WCH）：1 条 functional 区间行（672633 字节，实现组 BINUTILS-LD，段 section:__TEXT,__cstring），feature 候选 L4-FEAT-LD-CORE,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L4-FEAT-ELFEDIT-MMAP，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-220 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1148-L1148;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1126	P3G-OB-220	CARRIED	【裁决对象限定：side=WCH】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 WCH 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-220 已按侧拆分、不再作为终局单元。
P3G-OB-1319	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|L4-FEAT-LD-CORE,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL|OURS-V2	riscv32-wch-elf/bin/ld（侧 OURS-V2）：1 条 functional 区间行（913132 字节，实现组 BINUTILS-LD，段 section:__TEXT,__text），feature 候选 L4-FEAT-LD-CORE,L4-FEAT-ELFEDIT-MMAP，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-221 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1149-L1149;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1145	P3G-OB-221	CARRIED	【裁决对象限定：side=OURS-V2】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 OURS-V2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-221 已按侧拆分、不再作为终局单元。
P3G-OB-1320	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|L4-FEAT-LD-CORE,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL|UPSTREAM-MATCHED	riscv32-wch-elf/bin/ld（侧 UPSTREAM-MATCHED）：1 条 functional 区间行（912312 字节，实现组 BINUTILS-LD，段 section:__TEXT,__text），feature 候选 L4-FEAT-LD-CORE,L4-FEAT-ELFEDIT-MMAP，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-221 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1150-L1150;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1138	P3G-OB-221	CARRIED	【裁决对象限定：side=UPSTREAM-MATCHED】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 UPSTREAM-MATCHED 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-221 已按侧拆分、不再作为终局单元。
P3G-OB-1321	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld|L4-FEAT-LD-CORE,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL|UPSTREAM-P2	riscv32-wch-elf/bin/ld（侧 UPSTREAM-P2）：1 条 functional 区间行（913060 字节，实现组 BINUTILS-LD，段 section:__TEXT,__text），feature 候选 L4-FEAT-LD-CORE,L4-FEAT-ELFEDIT-MMAP，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-221 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1151-L1151;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1131	P3G-OB-221	CARRIED	【裁决对象限定：side=UPSTREAM-P2】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 UPSTREAM-P2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-221 已按侧拆分、不再作为终局单元。
P3G-OB-1322	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld.bfd|-|RECLASSIFIED-PURE-HOST-ABI|OURS-V2	[回登·改判无效] riscv32-wch-elf/bin/ld.bfd（侧 OURS-V2）：2 条 functional 区间行（7056 字节，实现组 BINUTILS-LD，段 section:__TEXT,__eh_frame、section:__TEXT,__unwind_info），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-ABI；由 P3G-OB-222 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1152-L1153;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1177-L1178	P3G-OB-222	CARRIED	【裁决对象限定：side=OURS-V2】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 OURS-V2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-222 已按侧拆分、不再作为终局单元。
P3G-OB-1323	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld.bfd|-|RECLASSIFIED-PURE-HOST-ABI|UPSTREAM-MATCHED	[回登·改判无效] riscv32-wch-elf/bin/ld.bfd（侧 UPSTREAM-MATCHED）：2 条 functional 区间行（7056 字节，实现组 BINUTILS-LD，段 section:__TEXT,__eh_frame、section:__TEXT,__unwind_info），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-ABI；由 P3G-OB-222 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1154-L1155;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1170-L1171	P3G-OB-222	CARRIED	【裁决对象限定：side=UPSTREAM-MATCHED】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 UPSTREAM-MATCHED 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-222 已按侧拆分、不再作为终局单元。
P3G-OB-1324	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld.bfd|-|RECLASSIFIED-PURE-HOST-ABI|UPSTREAM-P2	[回登·改判无效] riscv32-wch-elf/bin/ld.bfd（侧 UPSTREAM-P2）：2 条 functional 区间行（7056 字节，实现组 BINUTILS-LD，段 section:__TEXT,__eh_frame、section:__TEXT,__unwind_info），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-ABI；由 P3G-OB-222 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1156-L1157;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1163-L1164	P3G-OB-222	CARRIED	【裁决对象限定：side=UPSTREAM-P2】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 UPSTREAM-P2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-222 已按侧拆分、不再作为终局单元。
P3G-OB-1325	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld.bfd|-|RECLASSIFIED-PURE-HOST-ABI|WCH	[回登·改判无效] riscv32-wch-elf/bin/ld.bfd（侧 WCH）：3 条 functional 区间行（7380 字节，实现组 BINUTILS-LD，段 section:__TEXT,__eh_frame、section:__TEXT,__init_offsets、section:__TEXT,__unwind_info），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-ABI；由 P3G-OB-222 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1158-L1160;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1153;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1156-L1157	P3G-OB-222	CARRIED	【裁决对象限定：side=WCH】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 WCH 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-222 已按侧拆分、不再作为终局单元。
P3G-OB-1326	HOST-T5-BY-SIDE	T5:riscv32-wch-elf/bin/ld.bfd|-|RECLASSIFIED-PURE-HOST-DATA|OURS-V2	[回登·改判无效] riscv32-wch-elf/bin/ld.bfd（侧 OURS-V2）：1 条 functional 区间行（13000 字节，实现组 BINUTILS-LD，段 section:__DATA,__data），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-DATA；由 P3G-OB-223 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L1161-L1161;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1180	P3G-OB-223	CARRIED	【裁决对象限定：side=OURS-V2】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 OURS-V2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-223 已按侧拆分、不再作为终局单元。
