closure_row_id	phase3c_row_id	source_kind	source_file	obligation_classes	blocking_reason	target_disposition_path	disposition	v2_row_pointer	evidence	notes
P3F-CLOSURE-0542	L4-REG-57AE20224E2B1D5A	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-57AE20224E2B1D5A	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-57AE20224E2B1D5A;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-ARCHIVE;side=UPSTREAM-MATCHED;path=bin/riscv32-wch-elf-ar;offset=0..1144992;closure_event=P3F-EVENT-1943;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0543	L4-REG-5A814797DCEBAF9A	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-5A814797DCEBAF9A	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-5A814797DCEBAF9A;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-ARCHIVE;side=WCH;path=riscv32-wch-elf/bin/ranlib;offset=0..975424;closure_event=P3F-EVENT-1944;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0544	L4-REG-5E1EAAC0A54D99ED	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-5E1EAAC0A54D99ED	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-5E1EAAC0A54D99ED;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-LTO-PLUGIN;side=OURS;path=libexec/gcc/riscv32-wch-elf/15.2.0/liblto_plugin.so;offset=0..135664;closure_event=P3F-EVENT-1945;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0545	L4-REG-6049C2A837EE5B11	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-6049C2A837EE5B11	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-6049C2A837EE5B11;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-GCOV;side=UPSTREAM-MATCHED;path=bin/riscv32-wch-elf-gcov-dump;offset=0..1252456;closure_event=P3F-EVENT-1946;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0546	L4-REG-60F255DF70D2E805	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-60F255DF70D2E805	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-60F255DF70D2E805;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-ARCHIVE;side=WCH;path=bin/riscv32-wch-elf-ar;offset=0..992016;closure_event=P3F-EVENT-1947;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0547	L4-REG-64D3B24B8678871E	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-64D3B24B8678871E	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-64D3B24B8678871E;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-COLLECT2;side=WCH;path=libexec/gcc/riscv32-wch-elf/15.2.0/collect2;offset=0..1088352;closure_event=P3F-EVENT-1948;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0548	L4-REG-6775DDA0B1C13229	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-6775DDA0B1C13229	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-6775DDA0B1C13229;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-READELF;side=WCH;path=riscv32-wch-elf/bin/readelf;offset=0..960384;closure_event=P3F-EVENT-1949;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0549	L4-REG-69ECFDDF88B9567B	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-69ECFDDF88B9567B	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-69ECFDDF88B9567B;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-LD;side=OURS;path=riscv32-wch-elf/bin/ld.bfd;offset=0..2131640;closure_event=P3F-EVENT-1950;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0550	L4-REG-6B327B1EB6AC1CDA	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-6B327B1EB6AC1CDA	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-6B327B1EB6AC1CDA;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-STRINGS;side=OURS;path=bin/riscv32-wch-elf-strings;offset=0..1108152;closure_event=P3F-EVENT-1951;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0551	L4-REG-6D39BD205528048D	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-6D39BD205528048D	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-6D39BD205528048D;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-BFD-PLUGINS;side=UPSTREAM-P2;path=lib/bfd-plugins/libdep.so;offset=0..51576;closure_event=P3F-EVENT-1952;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0552	L4-REG-70B210EECDA1B9A1	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-70B210EECDA1B9A1	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-70B210EECDA1B9A1;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-GPROF;side=UPSTREAM-P2;path=bin/riscv32-wch-elf-gprof;offset=0..1173064;closure_event=P3F-EVENT-1953;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0553	L4-REG-76090F8D6236CF2E	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-76090F8D6236CF2E	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-76090F8D6236CF2E;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-LD;side=OURS;path=bin/riscv32-wch-elf-ld;offset=0..2131640;closure_event=P3F-EVENT-1954;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0554	L4-REG-772EFC1778D17CAE	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-772EFC1778D17CAE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-772EFC1778D17CAE;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-ARCHIVE;side=UPSTREAM-MATCHED;path=riscv32-wch-elf/bin/ranlib;offset=0..1143880;closure_event=P3F-EVENT-1955;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0555	L4-REG-7B76506125CBA38E	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-7B76506125CBA38E	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-7B76506125CBA38E;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-SIZE;side=UPSTREAM-MATCHED;path=bin/riscv32-wch-elf-size;offset=0..1115096;closure_event=P3F-EVENT-1956;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0556	L4-REG-7C3E28847F4CEE24	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-7C3E28847F4CEE24	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-7C3E28847F4CEE24;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-NM;side=OURS;path=bin/riscv32-wch-elf-nm;offset=0..1113768;closure_event=P3F-EVENT-1957;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0557	L4-REG-7EB2DE3612BF472C	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-7EB2DE3612BF472C	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-7EB2DE3612BF472C;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-LTO-WRAPPER;side=UPSTREAM-P2;path=libexec/gcc/riscv32-wch-elf/15.2.0/lto-wrapper;offset=0..2090400;closure_event=P3F-EVENT-1958;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0558	L4-REG-7ECAA765982FD767	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-7ECAA765982FD767	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-7ECAA765982FD767;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-OBJCOPY;side=OURS;path=bin/riscv32-wch-elf-objcopy;offset=0..1251592;closure_event=P3F-EVENT-1959;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0559	L4-REG-86925662A54793B0	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-86925662A54793B0	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-86925662A54793B0;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-STRIP;side=WCH;path=bin/riscv32-wch-elf-strip;offset=0..1058432;closure_event=P3F-EVENT-1960;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
